Organism	Element ID	Element Description	Promoter	Transgenesis	Stage	Expression	Tissues	Genome Assembly	Element Coordinates
Human	hs2682.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr15:48004701-48007422
Human	hs2683.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Midbrain, Neural tube	hg38	chr16:56100867-56103896
Human	hs2684.0	reference	Shh	targeted (H11)	e11.5	positive	Eye, Forebrain, Facial mesenchyme	hg38	chr18:47994861-47997654
Human	hs2685.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr2:98555327-98558653
Human	hs2686.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr22:32538024-32540846
Human	hs2687.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr3:189795907-189799390
Human	hs2688.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr3:43957489-43960307
Human	hs2689.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain	hg38	chr4:14866205-14869222
Human	hs2690.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain	hg38	chr4:41856127-41859278
Human	hs2691.0	reference	Shh	targeted (H11)	e11.5	positive	Dorsal root ganglion, Ear, Forebrain, Facial mesenchyme, Genital tubercle, Hindbrain, Limb, Midbrain, Neural tube, Other, Tail, Trigeminal V (ganglion, cranial)	hg38	chr7:26438808-26442212
Human	hs2692.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr8:126500104-126503255
Human	hs2693.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr8:128581342-128584658
Human	hs2694.0	reference	Shh	targeted (H11)	e11.5	positive	Limb	hg38	chr8:38935721-38938583
Human	hs2702.0	reference	Shh	targeted (H11)	e11.5	positive	Eye, Neural tube, Other	hg38	chr15:24772213-24773917
Human	hs2703.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr17:44567894-44570653
Human	hs2704.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr17:80122986-80125188
Human	hs2705.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr19:11254741-11257088
Human	hs2706.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr2:96407158-96408372
Human	hs2707.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chrX:10171252-10175571
Human	hs2708.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr12:56045816-56047868
Human	hs2709.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr17:80068012-80070287
Human	hs2710.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain	hg38	chr2:196966606-196968158
Human	hs2711.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr20:4702615-4705515
Human	hs2712.0	reference	Shh	targeted (H11)	e11.5	positive	Dorsal root ganglion	hg38	chr3:4594919-4598620
Human	hs2713.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr3:4605660-4608341
Human	hs2714.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr3:14215404-14218075
Human	hs2715.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Hindbrain, Nose, Other	hg38	chr4:507209-511644
Human	hs2716.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr5:172884639-172889222
Human	hs2717.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr6:137847388-137850498
Human	hs2718.0	reference	Shh	targeted (H11)	e11.5	positive	Neural tube, Somite	hg38	chr8:76989841-76993345
Human	hs2719.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr15:25480644-25481974
Human	hs2720.1	allele	Shh	targeted (H11)	e11.5	negative		hg38	chr1:19388838-19393219
Human	hs2721.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr10:47294717-47298046
Human	hs2721.1	allele	Shh	targeted (H11)	e11.5	negative		hg38	chr10:47294717-47298046
Human	hs2722.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr10:62074238-62079725
Human	hs2722.1	allele	Shh	targeted (H11)	e11.5	negative		hg38	chr10:62074238-62079725
Human	hs2723.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr17:56695339-56702139
Human	hs2724.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Hindbrain, Limb, Somite	hg38	chr2:19571079-19577628
Human	hs2724.0	reference	Shh	targeted (H11)	e13.5	positive	Branchial arch, Limb, Somite	hg38	chr2:19571079-19577628
Human	hs2724.0	reference	Shh	targeted (H11)	e15.5	positive	Other	hg38	chr2:19571079-19577628
Human	hs2725.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr2:43310592-43315449
Human	hs2726.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr20:32791472-32793807
Human	hs2726.1	allele	Shh	targeted (H11)	e11.5	negative		hg38	chr20:32791472-32793807
Human	hs2727.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr4:1017626-1020569
Human	hs2727.1	allele	Shh	targeted (H11)	e11.5	negative		hg38	chr4:1017626-1020569
Human	hs2728.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr6:84998472-84999314
Human	hs2728.1	allele	Shh	targeted (H11)	e11.5	negative		hg38	chr6:84998472-84999314
Human	hs2729.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr7:134934370-134940055
Human	hs2729.1	allele	Shh	targeted (H11)	e11.5	negative		hg38	chr7:134934370-134940055
Human	hs2730.0	reference	Shh	targeted (H11)	e13.5	positive	Nose	hg38	chr7:137978410-137985676
Human	hs2730.0	reference	Shh	targeted (H11)	e15.5	positive	Limb	hg38	chr7:137978410-137985676
Human	hs2730.1	allele	Shh	targeted (H11)	e11.5	negative		hg38	chr7:137978410-137985676
Human	hs2730.1	allele	Shh	targeted (H11)	e15.5	allelic		hg38	chr7:137978410-137985676
Human	hs2731.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Dorsal root ganglion, Hindbrain, Midbrain, Nose	hg38	chr7:42085515-42093204
Human	hs2731.0	reference	Shh	targeted (H11)	e13.5	positive	Hindbrain, Limb, Midbrain, Nose, Somite	hg38	chr7:42085515-42093204
Human	hs2731.0	reference	Shh	targeted (H11)	e15.5	positive	Hindbrain, Limb, Nose, Tail	hg38	chr7:42085515-42093204
Human	hs2732.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Forebrain, Hindbrain, Limb, Midbrain, Nose, Somite	hg38	chr13:79914297-79916918
Human	hs2732.0	reference	Shh	targeted (H11)	e13.5	positive	Ear, Facial mesenchyme, Limb, Nose	hg38	chr13:79914297-79916918
Human	hs2732.0	reference	Shh	targeted (H11)	e15.5	positive	Other	hg38	chr13:79914297-79916918
Human	hs2732.1	allele	Shh	targeted (H11)	e11.5	allelic		hg38	chr13:79914297-79916918
Human	hs2732.1	allele	Shh	targeted (H11)	e13.5	allelic		hg38	chr13:79914297-79916918
Human	hs2732.1	allele	Shh	targeted (H11)	e15.5	allelic		hg38	chr13:79914297-79916918
Human	hs2733.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr1:3334061-3336426
Human	hs2734.0	reference	Shh	targeted (H11)	e11.5	positive	Trigeminal V (ganglion, cranial)	hg38	chr1:119114591-119117680
Human	hs2735.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr1:119203579-119206329
Human	hs2736.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr1:119224699-119229084
Human	hs2737.0	reference	Shh	targeted (H11)	e11.5	positive	Limb	hg38	chr1:119278155-119282343
Human	hs2738.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr1:170617793-170621734
Human	hs2739.0	reference	Shh	targeted (H11)	e11.5	positive	Neural tube, Other	hg38	chr1:170763618-170767379
Human	hs2740.0	reference	Shh	targeted (H11)	e11.5	positive	Facial mesenchyme	hg38	chr1:170892144-170895376
Human	hs2741.0	reference	Shh	targeted (H11)	e11.5	positive	Facial mesenchyme	hg38	chr12:85420398-85425253
Human	hs2742.0	reference	Shh	targeted (H11)	e11.5	positive	Heart	hg38	chr12:114952254-114954542
Human	hs2743.0	reference	Shh	targeted (H11)	e11.5	positive	Limb, Other	hg38	chr14:61079445-61082143
Human	hs2744.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Midbrain, Neural tube	hg38	chr14:61101608-61105121
Human	hs2745.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Facial mesenchyme	hg38	chr21:35072457-35074733
Human	hs2746.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr2:18518710-18522217
Human	hs2747.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr4:126914485-126918931
Human	hs2748.0	reference	Shh	targeted (H11)	e11.5	positive	Heart	hg38	chr17:69715149-69719891
Human	hs2749.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr1:170804645-170809552
Human	hs2750.0	reference	Shh	targeted (H11)	e11.5	positive	Heart	hg38	chr4:153849862-153852172
Human	hs2751.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr6:135937957-135941410
Human	hs2752.0	reference	Shh	targeted (H11)	e11.5	positive	Nose	hg38	chr7:18781236-18784011
Human	hs2753.0	reference	Shh	targeted (H11)	e11.5	positive	Dorsal root ganglion, Hindbrain	hg38	chr7:84636819-84640248
Human	hs2754.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Neural tube	hg38	chr7:84647180-84650210
Human	hs2755.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain	hg38	chr8:120959776-120962372
Human	hs2756.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr3:86914358-86916060
Human	hs2757.0	reference	Shh	targeted (H11)	e11.5	positive	Eye, Forebrain, Hindbrain, Midbrain, Neural tube, Other	hg38	chr22:27494577-27495250
Human	hs2762.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr3:79729108-79730160
Human	hs2766.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr1:204455122-204455331
Human	hs2766.1	Snai2 TFBS KO	Shh	targeted (H11)	e11.5	allelic		hg38	chr1:204455122-204455331
Human	hs2767.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr10:62996295-62997403
Human	hs2768.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain	hg38	chr10:62980100-62981619
Human	hs2769.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Other	hg38	chr20:40875018-40876253
Human	hs2770.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr20:40899509-40900103
Human	hs2771.0	reference	Shh	targeted (H11)	e11.5	positive	Dorsal root ganglion, Hindbrain, Neural tube	hg38	chr7:157017602-157020835
Human	hs2772.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Other	hg38	chr5:73435741-73437829
Human	hs2773.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Other	hg38	chr4:41865412-41867937
Human	hs2774.0	reference	Shh	targeted (H11)	e11.5	positive	Neural tube, Other	hg38	chr10:129943843-129945342
Human	hs2775.0	reference	Shh	targeted (H11)	e11.5	positive	Dorsal root ganglion	hg38	chr10:129883793-129885377
Human	hs2776.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr10:129793028-129794773
Human	hs2777.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Facial mesenchyme, Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr17:48002673-48004553
Human	hs2778.0	reference	Shh	targeted (H11)	e11.5	positive	Neural tube	hg38	chr8:92861737-92863701
Human	hs2779.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Hindbrain, Midbrain	hg38	chr17:48013665-48015321
Human	hs2780.0	reference	Shh	targeted (H11)	e11.5	positive	Eye	hg38	chr6:1767342-1768423
Human	hs2781.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Trigeminal V (ganglion, cranial)	hg38	chr6:1387382-1388699
Human	hs2782.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Neural tube	hg38	chr3:25155337-25157199
Human	hs2783.0	reference	Shh	targeted (H11)	e11.5	positive	Somite	hg38	chr7:19256540-19257052
Human	hs2784.0	reference	Shh	targeted (H11)	e11.5	positive	Dorsal root ganglion, Hindbrain	hg38	chr1:115804605-115806278
Human	hs2785.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr10:62976427-62976783
Human	hs2786.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr10:62978402-62978926
Human	hs2787.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain	hg38	chr3:79726810-79727279
Human	hs2788.0	reference	none	targeted (H11)	e11.5	positive	Other	hg38	chr12:6688120-6690021
Human	hs2789.0	reference	none	targeted (H11)	e11.5	positive	Eye, Other	hg38	chr1:10796087-10797568
Human	hs2790.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr1:52662902-52663193
Human	hs2790.1	MPRA synthetic variant	Shh	targeted (H11)	e11.5	allelic		hg38	chr1:52662902-52663193
Human	hs2791.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Forebrain, Hindbrain	hg38	chr18:44826368-44826863
Human	hs2791.1	MPRA synthetic variant	Shh	targeted (H11)	e11.5	allelic		hg38	chr18:44826368-44826863
Human	hs2792.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Midbrain, Neural tube	hg38	chr4:104425021-104425408
Human	hs2792.1	MPRA synthetic variant	Shh	targeted (H11)	e11.5	allelic		hg38	chr4:104425021-104425408
Human	hs2793.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr6:162856854-162857968
Human	hs2793.1	MPRA synthetic variant	Shh	targeted (H11)	e11.5	allelic		hg38	chr6:162856854-162857968
Human	hs2815.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Dorsal root ganglion, Limb	hg38	chr22:20422664-20422953
Human	hs2818.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Hindbrain, Neural tube	hg38	chr16:86396497-86396757
Human	hs2819.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr16:72947745-72947965
Human	hs2820.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr16:72705189-72705529
Human	hs2821.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr16:72221190-72221570
Human	hs2822.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain	hg38	chr16:54617160-54617528
Human	hs2823.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch	hg38	chr16:53692406-53692723
Human	hs2824.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr16:51637507-51637875
Human	hs2825.0	reference	Shh	targeted (H11)	e11.5	positive	Limb	hg38	chr16:51624123-51624378
Human	hs2826.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr16:51526563-51526919
Human	hs2827.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr16:51197702-51197935
Human	hs2828.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr16:49060720-49061093
Human	hs2829.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr16:51114103-51114389
Human	hs2830.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr2:66071272-66071678
Human	hs2831.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr3:137329501-137329988
Human	hs2832.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr11:31664038-31664421
Human	hs2833.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr5:77645041-77645234
Human	hs2834.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain	hg38	chr6:41555656-41555929
Human	hs2835.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr7:31362836-31363119
Human	hs2836.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain	hg38	chr10:125216965-125217240
Human	hs2837.0	reference	Shh	targeted (H11)	e11.5	positive	Limb, Neural tube, Tail	hg38	chr11:131998066-131998352
Human	hs2838.0	reference	Shh	targeted (H11)	e11.5	positive	Neural tube	hg38	chr12:16562420-16562828
Human	hs2839.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr12:16562906-16563282
Human	hs2840.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Midbrain	hg38	chr18:37483591-37483955
Human	hs2841.0	reference	Shh	targeted (H11)	e11.5	positive	Limb	hg38	chr2:7634495-7634846
Human	hs2842.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr1:10791760-10791998
Human	hs2843.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain	hg38	chr2:161238523-161238814
Human	hs2844.0	reference	Shh	targeted (H11)	e11.5	positive	Genital tubercle, Limb, Tail	hg38	chr12:114686945-114687251
Human	hs2845.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Cranial nerve, Forebrain, Hindbrain, Heart, Limb, Midbrain, Nose, Other	hg38	chr10:75405140-75405437
Human	hs2846.0	reference	Shh	targeted (H11)	e11.5	positive	Tail	hg38	chr10:101768251-101768493
Human	hs2847.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain	hg38	chr2:121075201-121075509
Human	hs2848.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr17:39618347-39618646
Human	hs2849.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr7:27248730-27249031
Human	hs2850.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain	hg38	chr20:2738693-2738988
Human	hs2851.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch	hg38	chr4:4521713-4522155
Human	hs2852.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr8:21988581-21988909
Human	hs2853.0	reference	Shh	targeted (H11)	e11.5	positive	Midbrain	hg38	chr7:10644888-10645188
Human	hs2854.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain	hg38	chr7:9232046-9232324
Human	hs2855.0	reference	Shh	targeted (H11)	e11.5	positive	Somite	hg38	chr8:99668672-99669074
Human	hs2856.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr5:92634755-92635237
Human	hs2857.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr4:112521555-112521857
Human	hs2858.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Other	hg38	chr1:38246849-38247351
Human	hs2859.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain	hg38	chr18:78701736-78702187
Human	hs2860.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Neural tube	hg38	chr2:72898083-72898382
Human	hs2861.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr10:117550182-117550571
Human	hs2862.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Cranial nerve, Dorsal root ganglion, Forebrain, Other	hg38	chr6:18536515-18536911
Human	hs2863.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Forebrain, Hindbrain, Midbrain	hg38	chr2:63049024-63049456
Human	hs2864.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr20:40705968-40706257
Human	hs2865.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain	hg38	chr3:71105226-71105610
Human	hs2866.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Midbrain, Other	hg38	chr6:41593457-41593848
Human	hs2867.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr1:88221059-88221494
Human	hs2868.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr5:92605541-92605930
Human	hs2869.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain	hg38	chr6:98382465-98382777
Human	hs2870.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain	hg38	chr1:38783672-38784018
Human	hs2871.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr2:58633280-58633687
Human	hs2872.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Neural tube	hg38	chr1:87560611-87560948
Human	hs2873.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr18:24656528-24656911
Human	hs2874.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain	hg38	chr1:164651284-164651566
Human	hs2875.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr4:12746011-12746398
Human	hs2876.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr22:27842924-27843240
Human	hs2877.0	reference	Shh	targeted (H11)	e11.5	positive	Genital tubercle, Limb	hg38	chr20:10812892-10813344
Human	hs2878.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube, Trigeminal V (ganglion, cranial)	hg38	chr6:112503235-112503731
Human	hs2879.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Midbrain, Neural tube	hg38	chr8:79963393-79963834
Human	hs2880.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Dorsal root ganglion, Forebrain, Hindbrain, Midbrain, Neural tube, Trigeminal V (ganglion, cranial)	hg38	chr6:170438513-170438751
Human	hs2881.0	reference	Shh	targeted (H11)	e11.5	positive	Cranial nerve, Dorsal root ganglion, Ear, Forebrain, Limb, Midbrain, Other, Trigeminal V (ganglion, cranial)	hg38	chr6:9095766-9096225
Human	hs2882.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr3:62421257-62421624
Human	hs2883.0	reference	Shh	targeted (H11)	e11.5	positive	Eye, Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr8:28513778-28514107
Human	hs2884.0	reference	Shh	targeted (H11)	e11.5	positive	Forebrain, Hindbrain, Midbrain, Neural tube	hg38	chr4:152367969-152368364
Human	hs2885.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr14:54221191-54221526
Human	hs2886.0	reference	Shh	targeted (H11)	e11.5	positive	Hindbrain, Midbrain	hg38	chr7:155471714-155472110
Human	hs2887.0	reference	Shh	targeted (H11)	e11.5	positive	Midbrain	hg38	chr7:70132362-70132716
Human	hs2888.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Limb, Somite	hg38	chr12:59067123-59067522
Human	hs2889.0	reference	Shh	targeted (H11)	e11.5	positive	Limb, Somite	hg38	chr1:118486258-118486624
Human	hs2890.0	reference	Shh	targeted (H11)	e11.5	positive	Branchial arch, Limb	hg38	chr21:16579609-16579976
Human	hs2891.0	reference	Shh	targeted (H11)	e11.5	positive	Genital tubercle	hg38	chr1:169942402-169942909
Human	hs2892.0	reference	Shh	targeted (H11)	e11.5	positive	Limb	hg38	chr9:111163825-111164185
Human	hs2893.0	reference	Shh	targeted (H11)	e11.5	negative		hg38	chr20:55667694-55668063
Human	hs2894.0	reference	Shh	targeted (H11)	e11.5	positive	Limb	hg38	chr6:104597704-104598064
